"assists","boosts","damage_dealt","headshot_kills","heals","kill_place","kill_points","kills","kill_streaks","longest_kill","match_duration","match_type","max_place","rank_points","ride_distance","road_kills","swim_distance","team_kills","vehicle_destroys","walk_distance","weapons_acquired","win_points","win_place_perc","total_distance","weapon_bins","player_type"
0,3,557,3,4,2,1003,5,2,309.9,1357,"duo",47,-1,1086,0,0,0,0,2442,6,1499,82.61,3528,"6-10","Pro"
0,0,412.3,2,0,11,0,3,2,170.4,1407,"duo",48,1532,652.9,0,0,0,0,1457,5,0,80.85,2109.9,"3-5","Pro"
0,2,0,0,3,49,1409,0,0,0,1860,"solo-fpp",95,-1,0,0,0,0,0,1259,3,1560,70.21,1259,"3-5","Noob"
0,0,0,0,0,98,0,0,0,0,2188,"squad-fpp",27,1490,0,0,0,0,0,0.28,0,0,0,0.28,"0-2","Noob"
0,0,0,0,0,95,1000,0,0,0,2027,"solo",96,-1,0,0,0,0,0,27.06,1,1500,1.05,27.06,"0-2","Noob"
0,0,376.8,0,0,38,1645,1,1,18.77,1297,"squad-fpp",28,-1,0,0,0,0,0,100.1,1,1555,11.11,100.1,"0-2","Pro"
0,0,54.4,0,0,96,1070,0,0,0,1460,"squad-fpp",31,-1,0,0,0,0,0,24.75,1,1496,3.33,24.75,"0-2","Noob"
0,0,109.2,1,0,41,0,1,1,10.07,1297,"squad-fpp",29,1461,0,0,0,0,0,62.89,2,0,7.14,62.89,"0-2","Average"
0,1,294.7,0,5,30,1493,1,1,5.533,1791,"squad-fpp",29,-1,0,0,0,0,0,2498,3,1633,75,2498,"3-5","Pro"
0,0,100,0,0,35,0,1,1,5.755,1331,"squad-fpp",28,1455,773.5,0,0,0,0,1132,5,0,44.44,1905.5,"3-5","Average"
0,0,42.12,0,0,86,0,0,0,0,1383,"solo-fpp",94,1490,0,0,0,0,0,16.65,1,0,9.68,16.65,"0-2","Noob"
0,1,142.1,0,0,23,0,1,1,6.544,1789,"squad-fpp",28,1441,0,0,0,0,0,2354,5,0,81.48,2354,"3-5","Average"
0,0,0,0,0,80,1326,0,0,0,1270,"squad-fpp",27,-1,0,0,0,0,0,128.8,2,1453,11.54,128.8,"0-2","Noob"
0,0,0,0,0,66,0,0,0,0,1338,"duo-fpp",49,1503,0,0,0,0,0,317.3,5,0,43.75,317.3,"3-5","Noob"
0,0,0,0,0,69,0,0,0,0,1970,"solo",98,1500,416,0,0,0,0,887.9,3,0,40.21,1303.9,"3-5","Noob"
0,0,50.53,0,0,83,0,0,0,0,1345,"squad-fpp",28,1488,0,0,0,0,0,47,2,0,22.22,47,"0-2","Noob"
0,1,0,0,0,53,0,0,0,0,1366,"squad-fpp",26,1315,0,0,0,0,0,1834,4,0,56,1834,"3-5","Noob"
0,0,0,0,0,78,0,0,0,0,1462,"solo-fpp",99,1596,0,0,0,0,0,134.2,2,0,24.49,134.2,"0-2","Noob"
0,0,0,0,0,77,0,0,0,0,1471,"squad-fpp",25,1470,0,0,0,0,0,75.61,2,0,4.17,75.61,"0-2","Noob"
0,0,76.44,0,0,52,0,0,0,0,1867,"duo-fpp",46,1535,0,0,0,0,0,2.285,0,0,55.56,2.285,"0-2","Noob"
1,4,620.4,2,5,1,0,7,2,152.2,1468,"squad-fpp",29,1438,561.1,0,0,0,0,2693,4,0,92.86,3254.1,"3-5","Pro"
0,0,0,0,0,88,1000,0,0,0,1440,"solo",98,-1,0,0,0,0,0,47.19,2,1500,9.28,47.19,"0-2","Noob"
1,0,21.29,0,0,52,0,0,0,0,1300,"squad-fpp",29,1514,0,0,0,0,0,1938,2,0,64.29,1938,"0-2","Noob"
0,0,42.57,0,0,84,1222,0,0,0,1319,"duo-fpp",49,-1,0,0,0,0,0,13.49,1,1480,16.67,13.49,"0-2","Noob"
0,0,100,1,0,35,0,1,1,9.007,1315,"duo-fpp",48,1466,0,0,0,0,0,89.92,2,0,17.02,89.92,"0-2","Average"
0,0,0,0,0,83,1199,0,0,0,1903,"squad",29,-1,0,0,0,0,0,129.7,1,1472,14.29,129.7,"0-2","Noob"
0,0,203.1,1,0,21,0,2,2,38.75,1762,"squad",29,1511,0,0,0,0,0,601.5,3,0,14.29,601.5,"3-5","Pro"
0,1,98,0,0,32,0,1,1,54.61,1370,"solo-fpp",96,1522,0,0,0,0,0,839.2,5,0,55.79,839.2,"3-5","Average"
0,0,322.4,1,0,7,0,4,1,14.19,1469,"solo-fpp",95,1588,0,0,0,0,0,241.3,6,0,48.94,241.3,"6-10","Pro"
0,1,0,0,0,41,0,0,0,0,1776,"squad-fpp",28,1478,0,0,0,0,0,255.7,1,0,85.19,255.7,"0-2","Noob"
0,0,0,0,0,53,0,0,0,0,1432,"solo-fpp",92,1494,0,0,0,0,0,565.9,4,0,57.14,565.9,"3-5","Noob"
0,0,21.62,0,0,46,1155,0,0,0,1346,"solo",96,-1,0,0,0,0,0,1700,7,1475,78.95,1700,"6-10","Noob"
1,0,94.65,0,1,32,1248,1,1,7.536,1375,"squad-fpp",28,0,857.1,0,0,1,0,477.9,5,1491,44.44,1335,"3-5","Average"
0,0,80.85,0,0,91,0,0,0,0,1274,"duo-fpp",49,1545,0,0,0,0,0,70.35,2,0,4.17,70.35,"0-2","Noob"
0,1,80.87,0,1,23,0,1,1,15.7,1767,"duo-fpp",48,1578,0,0,0,0,0,4058,5,0,100,4058,"3-5","Noob"
0,2,0,0,0,82,0,0,0,0,1862,"squad-fpp",28,1500,4698,0,0,0,0,658.2,6,0,22.22,5356.2,"6-10","Noob"
0,0,136.5,1,0,36,1251,1,1,14.14,1299,"duo-fpp",48,-1,0,0,0,0,0,103.7,1,1491,29.79,103.7,"0-2","Average"
0,0,100,0,0,86,0,0,0,0,1760,"squad-fpp",28,1854,0,0,0,0,0,82.32,1,0,3.7,82.32,"0-2","Average"
0,0,100,0,0,43,1481,1,1,18.42,1317,"squad",26,-1,0,0,0,0,0,150,1,1470,8,150,"0-2","Average"
0,0,0,0,0,84,0,0,0,0,1361,"duo-fpp",47,1491,0,0,0,0,0,36.14,2,0,13.04,36.14,"0-2","Noob"
0,0,127.7,0,0,40,0,0,0,0,1754,"duo-fpp",48,1514,3566,0,0,0,0,3454,8,0,80.85,7020,"6-10","Average"
0,0,73.46,0,0,64,1292,0,0,0,1773,"solo",79,-1,0,0,0,0,0,164.7,3,1558,12.82,164.7,"3-5","Noob"
0,0,100,0,0,43,0,1,1,1.252,1356,"duo",48,1536,0,0,0,0,0,35.95,2,0,4.25,35.95,"0-2","Average"
0,0,0,0,1,68,0,0,0,0,1380,"squad",29,1477,0,0,0,0,0,1062,2,0,35.71,1062,"0-2","Noob"
0,2,158.4,1,6,30,1293,1,1,1.137,1780,"squad-fpp",27,-1,3706,0,0,0,0,1578,6,1466,53.85,5284,"6-10","Average"
0,0,0,0,0,82,0,0,0,0,1896,"duo-fpp",48,1515,0,0,0,0,0,154.4,2,0,8.51,154.4,"0-2","Noob"
0,0,0,0,0,83,0,0,0,0,1439,"squad-fpp",30,1500,0,0,0,0,0,4.464,0,0,13.79,4.464,"0-2","Noob"
0,1,108.1,0,1,19,0,2,2,15.7,1982,"duo",47,1395,0,0,0,0,0,722,4,0,36.96,722,"3-5","Average"
0,0,0,0,1,80,0,0,0,0,1357,"squad-fpp",30,1487,0,0,0,0,0,36.32,1,0,10.34,36.32,"0-2","Noob"
0,0,9.407,0,0,60,1281,0,0,0,1912,"duo-fpp",48,-1,2719,0,0,0,0,1622,4,1534,65.96,4341,"3-5","Noob"
0,1,200,0,3,16,0,2,2,97.62,1818,"squad",27,1474,425.9,0,0,0,0,1637,2,0,23.08,2062.9,"0-2","Pro"
0,1,0,0,0,70,0,0,0,0,1309,"squad",27,1370,784,0,0,0,0,704.2,2,0,42.31,1488.2,"0-2","Noob"
0,1,136,0,7,30,0,1,1,79.64,1511,"duo-fpp",46,1621,1137,0,10.79,0,0,1619,5,0,60,2766.79,"3-5","Average"
0,0,0,0,0,75,0,0,0,0,1367,"squad-fpp",28,1493,0,0,0,0,0,317.4,1,0,18.52,317.4,"0-2","Noob"
0,2,721.1,2,4,2,1387,6,2,21.79,1980,"squad-fpp",30,-1,3023,0,0,0,0,3828,5,1497,96.55,6851,"3-5","Pro"
0,4,776.6,1,7,1,0,7,2,845,1903,"squad",27,1532,420.7,0,0,0,0,3122,4,0,100,3542.7,"3-5","Pro"
2,1,367.5,1,1,15,0,3,3,124.6,1362,"squad-fpp",28,1478,2530,0,0,1,0,1068,3,0,51.85,3598,"3-5","Pro"
0,1,333.6,3,0,9,0,3,2,42.47,1877,"squad-fpp",29,1422,4204,0,0,0,0,2029,6,0,60.71,6233,"6-10","Pro"
0,0,0,0,0,84,0,0,0,0,1804,"squad",29,1413,0,0,0,0,0,0,0,0,0,0,"0-2","Noob"
0,2,85.6,0,13,20,1207,1,1,13.56,1400,"solo-fpp",91,-1,1492,0,0,0,0,1611,4,1501,81.11,3103,"3-5","Average"
0,0,27.3,0,0,66,1086,0,0,0,1323,"squad",34,-1,0,0,0,0,0,424.3,6,1510,30.3,424.3,"6-10","Noob"
0,0,0,0,0,93,0,0,0,0,1332,"solo-fpp",98,1513,0,0,0,0,0,0,1,0,2.06,0,"0-2","Noob"
0,0,53.78,0,0,69,1173,0,0,0,1962,"duo-fpp",49,-1,0,0,0,0,0,144.4,1,1521,39.58,144.4,"0-2","Noob"
0,3,75.76,0,0,53,1328,0,0,0,1384,"duo-fpp",47,-1,0,0,0,0,0,2859,4,1530,78.26,2859,"3-5","Noob"
2,3,618.2,0,4,4,1188,4,1,137.7,1771,"squad-fpp",25,-1,0,0,0,0,0,2623,6,1463,75,2623,"6-10","Pro"
0,1,200,0,18,12,0,2,1,33.75,1293,"squad",29,1481,1074,0,0,0,0,3021,5,0,89.29,4095,"3-5","Pro"
0,0,447.9,0,0,8,1411,4,1,44.79,2104,"solo-fpp",97,-1,0,0,0,0,0,1944,2,1608,57.29,1944,"0-2","Pro"
0,0,168.5,1,0,17,1462,2,2,106.9,1706,"squad-fpp",28,-1,2501,0,0,0,0,2783,4,1545,51.85,5284,"3-5","Average"
0,0,19.21,0,0,94,0,0,0,0,1877,"squad-fpp",30,1530,0,0,0,0,0,50.27,1,0,0,50.27,"0-2","Noob"
1,3,395.9,0,1,15,0,2,1,24.39,1720,"squad-fpp",28,1467,0.0131,0,4.012,0,0,8146,3,0,66.67,8150.0251,"3-5","Pro"
0,1,58.69,0,1,71,0,0,0,0,1305,"duo-fpp",49,1513,0,0,0,0,0,246.9,2,0,31.25,246.9,"0-2","Noob"
0,0,76.44,0,0,65,0,0,0,0,1410,"solo",93,1612,0,0,0,0,0,320,3,0,32.61,320,"3-5","Noob"
0,0,30.77,0,0,61,1534,0,0,0,1281,"squad-fpp",28,-1,0,0,0,0,0,13.65,2,1493,48.15,13.65,"0-2","Noob"
0,2,0,0,1,46,1085,0,0,0,1972,"squad-fpp",28,-1,4051,0,389.6,0,0,2366,6,1483,74.07,6806.6,"6-10","Noob"
1,4,209.8,0,6,5,1361,3,2,23.55,1908,"squad",30,-1,3036,0,0,0,0,2880,9,1512,89.66,5916,"6-10","Pro"
0,0,0,0,0,90,0,0,0,0,1386,"squad-fpp",31,1427,0,0,0,0,0,0,0,0,0,0,"0-2","Noob"
1,2,256.2,2,1,10,0,3,1,88.27,1325,"squad-fpp",31,1444,0,0,0,0,0,773.1,3,0,53.33,773.1,"3-5","Pro"
0,0,85.55,0,1,76,0,0,0,0,1947,"squad",28,1346,0,0,0,0,0,460.1,3,0,7.41,460.1,"3-5","Average"
0,0,17.75,0,0,90,0,0,0,0,1860,"duo-fpp",47,1532,0,0,0,0,0,99.22,2,0,2.17,99.22,"0-2","Noob"
0,0,0,0,1,73,1194,0,0,0,1825,"squad-fpp",31,-1,0,0,0,0,0,339.1,2,1491,30,339.1,"0-2","Noob"
0,3,0,0,1,58,0,0,0,0,1986,"duo",47,1500,4224,0,0,0,0,899,2,0,50,5123,"0-2","Noob"
0,2,0,0,0,57,0,0,0,0,911,"crashfpp",48,1500,3736,0,0,0,0,1099,3,0,44.68,4835,"3-5","Noob"
0,4,603.6,1,4,2,1376,7,1,91.27,1383,"solo-fpp",99,-1,0,0,0,0,0,1262,5,1516,85.71,1262,"3-5","Pro"
0,1,65.33,0,2,37,1177,1,1,38.12,1813,"solo",96,-1,390.2,0,0,0,0,473.4,4,1499,31.58,863.6,"3-5","Noob"
0,0,234.3,1,0,21,1587,2,2,16.26,1362,"duo-fpp",48,-1,0,0,0,0,0,64.33,2,1420,10.64,64.33,"0-2","Pro"
0,0,161.2,1,0,31,0,1,1,2.468,1923,"duo",48,1505,0,0,0,0,0,33.66,1,0,19.15,33.66,"0-2","Average"
0,0,23.16,0,0,38,0,0,0,0,1381,"squad-fpp",28,1572,0,0,0,0,0,1480,5,0,92.59,1480,"3-5","Noob"
0,3,343.3,0,0,4,0,3,1,99.88,1775,"solo-fpp",98,1549,0,0,0,0,0,2789,7,0,81.44,2789,"6-10","Pro"
0,0,200,1,0,14,1477,2,2,6.983,1874,"duo-fpp",50,-1,0,0,0,0,0,3105,6,1495,89.8,3105,"6-10","Pro"
0,0,28.59,0,0,68,0,0,0,0,1393,"duo-fpp",46,1511,353.2,0,0,0,0,272.8,1,0,35.56,626,"0-2","Noob"
0,1,84.8,0,0,49,1244,0,0,0,1375,"solo",97,0,2207,0,11.93,0,0,992.6,3,1606,71.88,3211.53,"3-5","Noob"
0,0,0,0,0,84,1415,0,0,0,1319,"squad",27,-1,0,0,0,0,0,43.43,0,1516,3.85,43.43,"0-2","Noob"
0,1,163.9,0,1,11,1285,3,1,13.28,1846,"duo-fpp",50,-1,0,0,0,0,0,500.1,3,1478,32.65,500.1,"3-5","Average"
0,0,0,0,0,66,0,0,0,0,1865,"duo-fpp",48,1496,328.9,0,0,0,0,250.5,4,0,36.17,579.4,"3-5","Noob"
1,1,82.7,0,2,28,0,1,1,1.517,1890,"squad-fpp",29,1419,0,0,0,0,0,665.6,3,0,42.86,665.6,"3-5","Noob"
0,2,182.6,1,0,28,987,1,1,20.18,1860,"solo-fpp",92,-1,0,0,0,0,0,1938,4,1492,51.65,1938,"3-5","Average"
0,0,53.21,0,0,52,0,0,0,0,1300,"duo-fpp",46,1505,0,0,0,0,0,1160,10,0,60,1160,"6-10","Noob"
0,0,152.1,0,0,51,0,0,0,0,1455,"squad-fpp",26,1498,0,0,0,0,0,769,5,0,64,769,"3-5","Average"
0,3,100,0,2,21,0,1,1,7.85,1377,"solo-fpp",97,1622,0,0,0,0,0,1104,4,0,82.29,1104,"3-5","Average"
1,2,175.5,0,1,10,1348,2,1,60.07,1847,"squad-fpp",24,-1,0,0,0,0,0,3833,6,1502,95.65,3833,"6-10","Average"
0,4,262.4,0,1,13,1346,2,1,74.92,1895,"solo-fpp",88,-1,2841,0,0,0,0,2936,6,1619,88.51,5777,"6-10","Pro"
0,0,69.81,0,0,56,0,0,0,0,1643,"squad",23,1576,0,0,0,0,0,129.7,1,0,45.45,129.7,"0-2","Noob"
3,1,435.1,0,3,16,1489,2,1,52.66,1416,"duo-fpp",47,-1,0,0,0,0,0,2095,2,1502,84.78,2095,"0-2","Pro"
0,5,139.2,0,8,9,0,2,1,126.5,1890,"squad-fpp",29,1728,4975,0,20.93,0,0,5051,4,0,89.29,10046.93,"3-5","Average"
0,0,0,0,0,85,0,0,0,0,1356,"squad-fpp",29,1495,0,0,0,0,0,17.21,1,0,10.71,17.21,"0-2","Noob"
0,1,200,0,1,37,1171,1,1,13.07,1375,"duo",47,-1,0,0,0,0,0,490.5,5,1445,39.13,490.5,"3-5","Pro"
1,1,356.5,1,1,10,0,3,2,25.2,1892,"duo-fpp",48,1455,1010,0,0,0,0,1595,6,0,59.57,2605,"6-10","Pro"
0,1,100,0,0,38,1245,1,1,5.066,1493,"squad-fpp",27,-1,0,0,0,0,0,164.1,2,1491,15.38,164.1,"0-2","Average"
0,0,0,0,0,59,0,0,0,0,1802,"duo-fpp",48,1667,0,0,0,0,0,380.8,5,0,44.68,380.8,"3-5","Noob"
0,0,100,0,0,33,0,1,1,23.72,1317,"squad-fpp",30,1445,4.241,0,0,0,0,779.2,2,0,48.28,783.441,"0-2","Average"
0,0,291.2,0,0,7,0,3,2,12.42,1921,"duo-fpp",46,1497,0,0,0,1,0,187.8,2,0,24.44,187.8,"0-2","Pro"
0,0,0,0,0,79,0,0,0,0,1834,"squad",27,1538,2822,0,0,1,0,57.79,0,0,0,2879.79,"0-2","Noob"
2,1,75.17,0,0,35,0,1,1,10.19,1784,"squad-fpp",30,1347,0,0,0,0,0,342.5,4,0,20.69,342.5,"3-5","Noob"
0,0,0,0,0,93,0,0,0,0,1889,"squad-fpp",29,1455,0,0,0,0,0,42.76,1,0,7.14,42.76,"0-2","Noob"
0,0,0,0,0,80,0,0,0,0,1380,"squad-fpp",27,1246,0,0,0,0,0,212,2,0,15.38,212,"0-2","Noob"
0,0,0,0,0,61,0,0,0,0,1886,"duo",49,1502,0,0,0,0,0,128.4,0,0,56.25,128.4,"0-2","Noob"
0,0,112,1,0,12,0,3,1,20.3,1337,"squad-fpp",27,1346,0,0,0,0,0,418.8,2,0,30.77,418.8,"0-2","Average"
0,2,193.5,1,2,17,1062,2,1,98.03,1386,"solo-fpp",99,-1,0,0,0,0,0,1565,3,1503,85.71,1565,"3-5","Pro"
0,1,37.2,0,5,31,0,1,1,0.9497,1984,"solo",97,1477,1837,0,0,0,0,1265,4,0,60.42,3102,"3-5","Noob"
0,0,0,0,0,91,1415,0,0,0,1255,"solo-fpp",97,-1,0,0,0,0,0,26.25,0,1464,6.25,26.25,"0-2","Noob"
0,0,100,0,0,90,1000,0,0,0,1973,"squad-fpp",30,-1,0,0,0,0,0,84.13,3,1500,3.45,84.13,"3-5","Average"
2,2,599.5,0,12,4,0,4,1,105.9,1295,"squad",28,1500,2595,0,0,0,0,1498,4,0,88.89,4093,"3-5","Pro"
0,0,95.39,0,0,81,0,0,0,0,1776,"squad-fpp",29,1473,0,0,0,0,0,61.75,1,0,7.14,61.75,"0-2","Average"
0,0,165.1,0,0,80,1190,0,0,0,1905,"squad",27,-1,0,0,0,0,0,534.1,4,1439,11.54,534.1,"3-5","Average"
0,0,37.8,0,0,89,1408,0,0,0,1476,"duo-fpp",48,-1,0,0,0,0,0,8.87,0,1583,6.38,8.87,"0-2","Noob"
3,4,409,0,5,25,1522,1,1,15.67,1378,"squad-fpp",28,-1,0,0,0,0,0,2204,3,1567,62.96,2204,"3-5","Pro"
2,2,535.7,2,2,3,1480,5,2,96.32,1382,"squad-fpp",30,-1,0,0,0,0,0,2297,6,1482,82.76,2297,"6-10","Pro"
0,0,156.2,1,1,22,1162,2,1,29.35,1368,"squad",28,-1,0,0,0,0,0,258.7,2,1458,25.93,258.7,"0-2","Average"
0,1,54.4,0,0,62,0,0,0,0,1375,"squad-fpp",29,1500,1574,0,0,0,2,1889,2,0,53.57,3463,"0-2","Noob"
0,0,61.22,0,0,96,0,0,0,0,1298,"squad-fpp",29,1509,0,0,0,0,0,0.1014,1,0,0,0.1014,"0-2","Noob"
0,1,30.35,0,1,67,0,0,0,0,1756,"duo-fpp",46,1424,0,0,0,0,0,450.5,2,0,35.56,450.5,"0-2","Noob"
0,2,166.3,1,1,18,1140,2,2,5.046,1421,"squad",27,-1,0,0,0,0,0,264.4,1,1323,26.92,264.4,"0-2","Average"
0,0,73.71,0,0,69,0,0,0,0,1812,"squad-fpp",31,1454,0,0,0,0,0,698.2,4,0,23.33,698.2,"3-5","Noob"
0,0,80,0,0,58,0,0,0,0,1304,"squad-fpp",26,1485,316.1,0,0,0,0,709.4,3,0,36,1025.5,"3-5","Noob"
0,0,0,0,0,70,1286,0,0,0,1315,"squad-fpp",28,-1,0,0,0,0,0,352.4,1,1513,37.04,352.4,"0-2","Noob"
0,0,0,0,0,94,1391,0,0,0,1363,"squad-fpp",29,-1,0,0,0,0,0,3.49,0,1460,0,3.49,"0-2","Noob"
0,0,100,0,0,36,0,1,1,4.817,1326,"duo-fpp",48,1500,0,0,0,0,0,59.44,3,0,12.77,59.44,"3-5","Average"
1,0,188.3,0,1,20,1478,2,1,6.912,1389,"squad-fpp",30,-1,0,0,0,0,0,320.9,2,1512,41.38,320.9,"0-2","Pro"
0,0,0,0,0,72,0,0,0,0,1421,"solo-fpp",95,1700,0,0,0,0,0,77.47,3,0,28.72,77.47,"3-5","Noob"
0,0,0,0,0,88,0,0,0,0,1460,"solo-fpp",92,1500,0,0,0,0,0,32.89,1,0,4.4,32.89,"0-2","Noob"
0,2,105.1,0,4,23,1070,0,0,0,1935,"duo-fpp",26,-1,0,0,0,0,0,2092,4,1543,72,2092,"3-5","Average"
0,0,158.1,0,0,37,0,1,1,3.89,1372,"squad-fpp",27,1471,0,0,0,0,0,376.9,2,0,30.77,376.9,"0-2","Average"
0,0,0,0,0,80,0,0,0,0,1821,"squad-fpp",25,1494,0,0,0,0,0,4.222,0,0,4.17,4.222,"0-2","Noob"
0,3,181.4,0,2,55,0,0,0,0,1374,"squad-fpp",28,1505,0,0,0,0,0,2738,5,0,74.07,2738,"3-5","Average"
0,0,118.3,1,0,18,1471,2,1,73.93,1275,"squad-fpp",31,-1,0,0,0,0,0,887,3,1470,36.67,887,"3-5","Average"
0,11,1007,0,5,1,1330,8,2,183.9,1941,"squad-fpp",28,-1,563.8,0,0,0,0,4538,7,1466,96.3,5101.8,"6-10","Pro"
0,0,55.64,0,0,57,1000,0,0,0,1381,"solo-fpp",98,-1,0,0,0,0,0,1075,5,1500,56.7,1075,"3-5","Noob"
0,0,147.3,1,0,47,1444,1,1,5.305,1413,"squad",28,-1,0,0,0,0,0,36.43,1,1515,3.7,36.43,"0-2","Average"
1,4,152.5,0,1,47,0,0,0,0,1888,"solo-fpp",98,1490,0,0,0,0,0,3682,4,0,74.23,3682,"3-5","Average"
0,0,0,0,0,77,0,0,0,0,1462,"duo-fpp",45,1499,0,0,0,0,0,14.02,2,0,18.18,14.02,"0-2","Noob"
0,2,0,0,1,45,1325,0,0,0,1447,"squad-fpp",30,-1,748.8,0,0,0,0,2203,4,1507,65.52,2951.8,"3-5","Noob"
0,1,56.03,0,2,67,0,0,0,0,1378,"duo-fpp",47,1529,0,0,0,0,0,376.4,3,0,34.78,376.4,"3-5","Noob"
0,0,92.13,0,0,48,0,0,0,0,1882,"squad-fpp",26,1487,3691,0,0,0,0,1692,3,0,72,5383,"3-5","Average"
0,0,0,0,0,93,0,0,0,0,1343,"duo-fpp",47,1497,0,0,0,0,0,0,0,0,0,0,"0-2","Noob"
0,0,96.05,0,0,98,0,0,0,0,1894,"squad-fpp",28,1497,0,0,0,0,0,12.95,1,0,0,12.95,"0-2","Average"
1,0,550.4,0,2,24,1354,1,1,11.04,1301,"duo-fpp",47,-1,0,0,0,0,0,1619,9,1505,78.26,1619,"6-10","Pro"
0,3,308.8,2,5,19,0,2,1,48.93,1426,"solo-fpp",94,1521,0,0,0,0,0,712.9,4,0,55.91,712.9,"3-5","Pro"
0,1,0,0,0,55,968,0,0,0,1906,"solo-fpp",88,-1,3161,0,0,0,0,1061,8,1475,54.02,4222,"6-10","Noob"
1,3,112.8,0,2,53,1531,0,0,0,1796,"squad",26,-1,7199,0,0,0,0,1959,7,1612,52,9158,"6-10","Average"
0,4,122.4,0,0,28,0,1,1,17.26,1354,"squad-fpp",29,2057,0,0,0,0,0,3144,6,0,67.86,3144,"6-10","Average"
0,0,186.2,0,0,19,0,2,2,28.45,1772,"duo-fpp",47,1493,0,0,0,1,0,908.6,4,0,36.96,908.6,"3-5","Average"
0,0,0,0,0,78,1356,0,0,0,1372,"solo-fpp",97,-1,0,0,0,0,0,34.82,2,1453,20.83,34.82,"0-2","Noob"
0,1,11.66,0,0,70,0,0,0,0,1361,"solo-fpp",94,1493,0,0,0,0,0,135.6,2,0,31.18,135.6,"0-2","Noob"
1,1,50.66,0,3,48,0,0,0,0,1885,"squad-fpp",27,1421,6357,0,0,0,0,2297,6,0,73.08,8654,"6-10","Noob"
0,4,0,0,1,58,0,0,0,0,1521,"solo-fpp",90,1536,0,0,0,0,0,1291,6,0,66.29,1291,"6-10","Noob"
1,4,491.1,2,7,3,1584,6,3,146.7,1391,"squad-fpp",29,-1,0,0,0,0,0,3189,5,1574,100,3189,"3-5","Pro"
0,1,100,0,0,30,0,1,1,48.53,1358,"squad",26,1162,0,0,0,0,0,121.5,1,0,52,121.5,"0-2","Average"
0,1,0,0,1,47,1350,0,0,0,1348,"squad",29,-1,0,0,0,0,0,913.2,4,1506,85.71,913.2,"3-5","Noob"
0,1,212.1,1,2,9,0,3,1,67.54,1374,"duo-fpp",47,1550,0,0,0,0,0,2700,4,0,73.91,2700,"3-5","Pro"
0,4,0,0,0,56,0,0,0,0,1443,"solo-fpp",94,1643,0,0,0,0,0,1783,4,0,73.12,1783,"3-5","Noob"
0,0,0,0,0,84,0,0,0,0,1525,"solo-fpp",94,1500,0,0,0,0,0,39.26,2,0,13.98,39.26,"0-2","Noob"
0,0,99.96,0,0,68,1357,0,0,0,1377,"solo-fpp",99,-1,0,0,0,0,0,155.6,3,1525,41.84,155.6,"3-5","Average"
0,0,37.73,0,0,50,0,0,0,0,1889,"duo",49,1574,4776,0,0,0,0,1046,3,0,72.92,5822,"3-5","Noob"
0,0,0,0,0,70,0,0,0,0,1327,"duo-fpp",49,1444,0,0,0,0,0,316.6,1,0,37.5,316.6,"0-2","Noob"
1,0,323.5,0,0,41,0,1,1,0.8481,1383,"squad",28,1018,0,0,0,0,0,216.9,3,0,25.93,216.9,"3-5","Pro"
0,6,152.9,0,0,24,0,1,1,18.22,1438,"duo-fpp",47,1424,0,0,0,0,0,2934,3,0,78.26,2934,"3-5","Average"
2,4,244.3,0,9,29,0,1,1,7.291,1746,"squad-fpp",28,1556,532.7,0,0,0,0,3860,5,0,92.59,4392.7,"3-5","Pro"
0,0,0,0,0,56,0,0,0,0,1386,"squad-fpp",28,1456,0,0,0,0,0,53.51,1,0,33.33,53.51,"0-2","Noob"
0,2,0,0,0,70,0,0,0,0,1371,"squad-fpp",28,1315,0,0,0,0,0,187.3,1,0,33.33,187.3,"0-2","Noob"
0,1,100,0,1,31,0,1,1,6.882,1918,"solo-fpp",95,1500,4967,0,0,0,0,1108,4,0,65.96,6075,"3-5","Average"
0,8,850.3,5,1,1,0,7,1,387,1384,"squad-fpp",25,1445,0,0,0,0,0,3448,4,0,100,3448,"3-5","Pro"
1,3,126.4,0,3,45,0,0,0,0,1388,"duo",45,1467,2200,0,5.707,0,0,1671,7,0,72.73,3876.707,"6-10","Average"
0,0,0,0,0,57,0,0,0,0,1800,"solo-fpp",96,1574,0,0,0,0,0,1279,4,0,63.16,1279,"3-5","Noob"
2,3,173.7,0,11,20,0,1,1,41.8,1875,"squad-fpp",28,1499,1274,0,0,0,0,3918,12,0,100,5192,"11-20","Average"
0,1,177.4,0,6,38,0,0,0,0,1815,"squad-fpp",24,1500,0,0,236.5,0,0,4816,3,0,78.26,5052.5,"3-5","Average"
0,0,0,0,0,78,0,0,0,0,1901,"solo",98,1470,0,0,170.9,0,0,2.377,0,0,24.74,173.277,"0-2","Noob"
0,0,40.85,0,0,89,1206,0,0,0,1362,"squad-fpp",28,-1,0,0,0,0,0,54.73,2,1492,3.7,54.73,"0-2","Noob"
0,1,332.3,0,4,33,1292,1,1,123.2,1361,"duo-fpp",48,-1,0,0,0,0,0,1182,4,1551,53.19,1182,"3-5","Pro"
0,0,60.63,0,0,73,0,0,0,0,1771,"duo",49,1469,0,0,0,0,0,155.9,3,0,25,155.9,"3-5","Noob"
1,5,737.9,1,6,2,0,6,2,31.51,1317,"duo-fpp",48,1674,0,0,0,0,0,1838,5,0,87.23,1838,"3-5","Pro"
